change_type,kind,owner_official,descriptor,official_name,intermediary_name,named_name,source,category,confidence,evidence,notes,old_named_name,old_intermediary_name,old_source
added,method,com/corrodinggames/rts/game/units/am,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_Unit_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/x,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_SpecialAirUnitBase_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/h/f,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_WaterUnitBase_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/h/e,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_AttackSubmarineUnit_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/h/b,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_Obf_h_b_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/e/j,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_LandUnitBase_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/h,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_Obf_h_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/g,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_Obf_g_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/e/h,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_HoverUnitBase_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/e/b,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_Obf_e_b_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/b/b,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_AirUnitBase_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/d/d,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_BuildingUnitBase_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/d/q,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_Obf_d_q_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/d/p,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_Obf_d_p_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/d/c,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_Obf_d_c_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/d/a/b,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_Obf_d_a_b_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,method,com/corrodinggames/rts/game/units/d/a/a,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_Obf_d_a_a_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,,,
added,field,com/corrodinggames/rts/gameFramework/w,I,em,field_GameObject_drawLayer,drawLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,GameObjectManager render loop branches on GameObject.em and GameObject.S(int) stores into em.,layer values drive c/d/e/a/p draw pass ordering,,,
added,method,com/corrodinggames/rts/gameFramework/w,(I)V,S,method_GameObject_setDrawLayer,setDrawLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"S(int) directly stores into GameObject.em, used by render loop as draw layer.",small lifecycle helper,,,
updated,method,com/corrodinggames/rts/game/units/custom/j,(F)V,a,method_CustomUnit_update,update,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager update loop calls GameObject.a(float) for every active GameObject; existing Projectile/CustomUnit semantics were update.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,update,method_CustomUnit_update,v0.9-base; v0.23.1-runtime-render-api-hooks
updated,method,com/corrodinggames/rts/game/f,(F)V,a,method_Projectile_update,update,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager update loop calls GameObject.a(float) for every active GameObject; existing Projectile/CustomUnit semantics were update.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,update,method_f_a_update,v0.9-base
updated,method,com/corrodinggames/rts/game/units/custom/j,(F)Z,c,method_CustomUnit_drawMainLayer,drawMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,GameObjectManager render loop calls GameObject.c(float) as the main world draw pass; boolean return controls whether the object was drawn/handled.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,drawBodyAndRuntimeEffects,method_CustomUnit_drawBodyAndRuntimeEffects,v0.23.1-runtime-render-api-hooks
updated,method,com/corrodinggames/rts/game/units/custom/j,(F)V,d,method_CustomUnit_drawPreMainLayer,drawPreMainLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,"Render loop invokes d(float) before main draw; CustomUnit implementation draws back image / underlay, so family name must be generic.",hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,drawBackImageAndUnderlay,method_CustomUnit_drawBackImageAndUnderlay,v0.23.1-runtime-render-api-hooks
updated,method,com/corrodinggames/rts/game/units/custom/j,(F)V,p,method_CustomUnit_drawPostOverlayLayer,drawPostOverlayLayer,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,medium-high,Render loop invokes p(float) after drawStatusOverlayLayer; CustomUnit uses it for render behavior overlay callbacks.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,drawRenderBehaviorOverlayPhase,method_CustomUnit_drawRenderBehaviorOverlayPhase,v0.23.1-runtime-render-api-hooks
updated,method,com/corrodinggames/rts/game/f,(Lcom/corrodinggames/rts/gameFramework/l;)Z,a,method_Projectile_isVisibleInCamera,isVisibleInCamera,v0.38-runtime-lifecycle-draw-family,runtime-lifecycle,high,Visibility/camera predicate family; Projectile was previously mapped and GameObject base returns true.,hierarchy-wide lifecycle/draw override family; all actual overrides mapped to same named method to prevent named-jar override breakage,isVisibleInCamera,method_f_a_isVisibleInCamera,v0.9-base
updated,method,com/corrodinggames/rts/game/units/custom/j,()Lcom/corrodinggames/rts/gameFramework/m/e;,v,method_CustomUnit_getZoomedOutIconImage,getZoomedOutIconImage,v0.38-runtime-lifecycle-draw-family,runtime-render,high,Unit.f(float) zoomed-out draw path calls v() to fetch the icon image; CustomUnit already used metadata iconZoomedOutTeamImages.,unit image provider family used by drawZoomedOutIconLayer,getZoomedOutIconImage,method_CustomUnit_getZoomedOutIconImage,v0.23.1-runtime-render-api-hooks
