owner_official,kind,official_name,descriptor,expected_named_name,present,evidence
com/corrodinggames/rts/java/e,method,b,(FF)V,translate,True,Applies x/y translation to current transform state; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/m;)V,runDrawTimeCallback,True,Runs a draw-time callback against the active graphics backend; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,o,()V,clearAlphaMap,True,Clears/reset alpha map state; Slick implementation is a render backend no-op hook; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Landroid/graphics/Paint;)V,prepareFontForPaint,True,Prepares backend font/paint state for text measurement/drawing; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,p,()V,flush,True,Flushes pending backend rendering work; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,q,()V,dispose,True,Disposes/destroys backend rendering resources; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Ljava/lang/String;Landroid/graphics/Paint;)I,getTextHeight,True,Measures text height with backend font metrics; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,b,(Ljava/lang/String;Landroid/graphics/Paint;)I,getTextWidth,True,Measures text width with backend font metrics; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;Ljava/io/File;)V,saveImageToFile,True,Writes a GameImage/render target to file; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,a,(Ljava/util/concurrent/locks/Lock;)V,enterLock,True,Acquires an external render lock around backend work; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,b,(Ljava/util/concurrent/locks/Lock;)V,leaveLock,True,Releases an external render lock around backend work; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,method,s,()F,getUiScale,True,Returns backend UI scale used by Slick text scaling path; GraphicsEngine abstract descriptor family plus Canvas/Null/Slick overrides; Slick bytecode routes through Slick Graphics/Image/Font/GL transform calls
com/corrodinggames/rts/java/e,field,a,Z,shadersEnabled,True,SlickGraphicsBackend checks this flag before shader compile/use paths
com/corrodinggames/rts/java/e,field,b,Z,paintStateDirty,True,activate/end frame paths mark paint/color state dirty before reapplying Slick color/paint
com/corrodinggames/rts/java/e,field,f,Lorg/newdawn/slick/Graphics;,slickGraphics,True,Constructor and activateGraphicsContext bind this Slick Graphics object
com/corrodinggames/rts/java/e,field,g,Lcom/corrodinggames/rts/gameFramework/m/e;,renderTargetImage,True,Child backend constructors store the GameImage render target
com/corrodinggames/rts/java/e,field,h,I,targetWidth,True,getWidth returns this field when a render target size is active
com/corrodinggames/rts/java/e,field,i,I,targetHeight,True,getHeight returns this field when a render target size is active
com/corrodinggames/rts/java/e,field,k,Lorg/newdawn/slick/Graphics;,currentSlickGraphics,True,Static current Graphics compared/rebound in activateGraphicsContext
com/corrodinggames/rts/java/e,field,l,Lcom/corrodinggames/rts/java/e;,activeBackend,True,Static active SlickGraphicsBackend used with current Graphics/clip state
com/corrodinggames/rts/java/e,field,m,Lcom/corrodinggames/rts/gameFramework/m/ae;,activeShader,True,Static shader pointer updated by applyPaintState / shader clear paths
com/corrodinggames/rts/java/e,field,n,Landroid/graphics/Rect;,scratchSrcRect,True,Scratch Rect used while adapting image/source rectangles
com/corrodinggames/rts/java/e,field,o,Landroid/graphics/Rect;,scratchDstRect,True,Scratch Rect used while adapting draw destinations
com/corrodinggames/rts/java/e,field,p,Landroid/graphics/RectF;,scratchDstRectF,True,Scratch RectF used while adapting draw destinations
com/corrodinggames/rts/java/e,field,q,Landroid/graphics/PointF;,scratchPoint,True,Scratch PointF used by rotatePoint and transform math
com/corrodinggames/rts/java/e,field,u,Ljava/util/ArrayList;,fontCacheKeys,True,Slick font lookup iterates cached SlickFontKey entries
com/corrodinggames/rts/java/e,field,v,I,currentDrawMode,True,Paint state switch stores current Slick draw mode for fill/stroke paths
com/corrodinggames/rts/java/e,field,w,Landroid/graphics/Paint;,currentPaint,True,Paint state cache keeps the last applied Android Paint
com/corrodinggames/rts/java/e,field,x,Lcom/corrodinggames/rts/java/s;,currentPaintImage,True,Paint state cache keeps the current SlickBitmapOrTexture image
com/corrodinggames/rts/java/e,field,z,Landroid/graphics/Paint;,scratchPaint,True,Constructor allocates Paint scratch object for rendering helpers
com/corrodinggames/rts/java/e,field,B,F,currentLineWidth,True,setLineWidth compares against static current line width before issuing GL line width
com/corrodinggames/rts/java/e,field,C,Lcom/corrodinggames/rts/java/f;,fontKeyScratch,True,getFont fills this reusable SlickFontKey before cache lookup
com/corrodinggames/rts/java/e,field,D,[B,pixelScratchBytes,True,ImageData readback/copy path reuses this byte array
com/corrodinggames/rts/java/e,field,G,Landroid/graphics/RectF;,scratchRectF,True,Rotated image path writes destination bounds into this RectF
com/corrodinggames/rts/java/e,field,L,F,uiScale,True,shouldScaleTextForUi and getUiScale read this field
com/corrodinggames/rts/java/e,field,N,Ljava/nio/FloatBuffer;,sharedFloatBuffer,True,drawLines path ensures/wraps reusable FloatBuffer
com/corrodinggames/rts/java/e,field,O,[F,sharedFloatArray,True,circle/line helper ensures reusable float array capacity
com/corrodinggames/rts/java/e,field,P,I,cachedCircleSegments,True,drawCircleWithSegments caches segment count for circle trig values
com/corrodinggames/rts/java/e,field,Q,F,cachedCircleAngleStep,True,drawCircleWithSegments caches angle step
com/corrodinggames/rts/java/e,field,R,F,cachedCircleCosStep,True,drawCircleWithSegments caches cosine of angle step
com/corrodinggames/rts/java/e,field,S,F,cachedCircleSinStep,True,drawCircleWithSegments caches sine of angle step
com/corrodinggames/rts/java/e,field,T,Lcom/corrodinggames/rts/java/g;,transformState,True,SlickGraphicsBackend reads/writes translate/rotation/scale/clip state through this field
com/corrodinggames/rts/java/e,field,U,Lcom/corrodinggames/rts/gameFramework/utility/m;,transformStack,True,saveTransform pushes SlickTransformState instances onto this utility list
com/corrodinggames/rts/java/e,field,V,Lcom/corrodinggames/rts/gameFramework/utility/m;,transformStatePool,True,restoreTransform recycles SlickTransformState instances into this utility list
com/corrodinggames/rts/java/e,field,W,Lorg/newdawn/slick/opengl/renderer/SGL;,slickRenderer,True,Static renderer object used for GL calls in clip/line/circle paths
com/corrodinggames/rts/java/e,field,X,Lorg/newdawn/slick/opengl/renderer/LineStripRenderer;,lineStripRenderer,True,Static line strip renderer used by circle/line helper paths
com/corrodinggames/rts/java/e,method,c,()V,initSlickRenderer,True,Static method initializes Slick renderer references via Renderer.get()
com/corrodinggames/rts/java/e,method,t,()Lorg/newdawn/slick/Color;,getReusableSlickColor,True,Returns reusable Slick Color object for paint conversion
com/corrodinggames/rts/java/e,method,c,(Lcom/corrodinggames/rts/gameFramework/m/e;)Lcom/corrodinggames/rts/java/e;,createChildBackendForImage,True,Class-specific child backend factory for GameImage render target
com/corrodinggames/rts/java/e,method,d,(Lcom/corrodinggames/rts/gameFramework/m/e;)Lcom/corrodinggames/rts/java/e;,createBackendForImage,True,Class-specific backend factory for GameImage render target
com/corrodinggames/rts/java/e,method,a,(Ljava/lang/String;)Z,containsNonAscii,True,Static helper scans string characters/codepoints above ASCII range before font glyph loading
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/java/f;Ljava/lang/String;Z)Lorg/newdawn/slick/Font;,getFontForText,True,Loads/remembers glyphs for text and logs new glyph events before returning Slick Font
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/java/f;Z)Lcom/corrodinggames/rts/java/f;,getOrCreateFontKey,True,Font cache lookup/creation path for size/bold/fallback SlickFontKey
com/corrodinggames/rts/java/e,method,a,(Landroid/graphics/Paint;Ljava/lang/String;)V,applyPaintForText,True,Applies Android Paint state with text-aware Slick font/glyph path
com/corrodinggames/rts/java/e,method,b,(Landroid/graphics/Paint;)V,applyPaint,True,Applies Android Paint state without text or image context
com/corrodinggames/rts/java/e,method,a,(Landroid/graphics/Paint;Lcom/corrodinggames/rts/java/s;Lcom/corrodinggames/rts/gameFramework/m/e;)V,applyPaintForImage,True,Applies Android Paint state for image/texture draw path
com/corrodinggames/rts/java/e,method,u,()V,activateGraphicsContext,True,"Binds Slick Graphics current context, clip state and paint/color dirty state"
com/corrodinggames/rts/java/e,method,a,(Landroid/graphics/Paint;ZLjava/lang/String;Lcom/corrodinggames/rts/java/s;Lcom/corrodinggames/rts/gameFramework/m/e;)V,applyPaintState,True,Central Slick paint/text/image/shader state setup method
com/corrodinggames/rts/java/e,method,v,()V,clearShaderProgram,True,Calls glUseProgram(0) and clears active shader state
com/corrodinggames/rts/java/e,method,b,(Lcom/corrodinggames/rts/gameFramework/m/ae;)V,updateShaderUniforms,True,Iterates shader parameters/uniforms and uploads them to the Slick GL shader program
com/corrodinggames/rts/java/e,method,c,(Lcom/corrodinggames/rts/gameFramework/m/ae;)Z,ensureShaderProgram,True,Compiles/links shader program on demand and returns availability
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/ae;ILjava/lang/String;)I,compileShaderStage,True,Compiles a vertex/fragment shader stage and logs shader type on failure
com/corrodinggames/rts/java/e,method,e,(I)Ljava/lang/String;,getShaderTypeName,True,Maps OpenGL shader type constant to FRAGMENT_SHADER/VERTEX_SHADER/shader label
com/corrodinggames/rts/java/e,method,f,(I)V,setGlColorFromArgb,True,Converts packed ARGB into OpenGL/Slick color state
com/corrodinggames/rts/java/e,method,a,(Lorg/newdawn/slick/Color;)V,setSlickColor,True,Sets Slick Graphics color only when cached/dirty color state requires it
com/corrodinggames/rts/java/e,method,a,(F)V,setLineWidth,True,Updates GL line width if it differs from currentLineWidth
com/corrodinggames/rts/java/e,method,a,(Landroid/graphics/Paint;Ljava/lang/String;Z)Lorg/newdawn/slick/Font;,getFont,True,Builds font key from Paint/text/fallback flag and returns matching Slick Font
com/corrodinggames/rts/java/e,method,a,(Lorg/newdawn/slick/opengl/ImageData;Ljava/nio/ByteBuffer;IIIIIII)V,copyPixelsFromImageData,True,Copies ImageData bytes into destination buffer with channel/stride adjustments
com/corrodinggames/rts/java/e,method,a,(Lorg/newdawn/slick/opengl/ImageData;Ljava/nio/ByteBuffer;III)I,readPixelFromImageData,True,Reads a packed pixel value from Slick ImageData/ByteBuffer
com/corrodinggames/rts/java/e,method,a,(IIII)I,packArgb,True,Static helper packs alpha/red/green/blue channel bytes into an int
com/corrodinggames/rts/java/e,method,a,(ILorg/newdawn/slick/Color;)Lorg/newdawn/slick/Color;,setColorFromArgb,True,Static helper fills a Slick Color from packed ARGB int
com/corrodinggames/rts/java/e,method,e,(Lcom/corrodinggames/rts/gameFramework/m/e;)Lcom/corrodinggames/rts/java/s;,unwrapSlickBitmapOrTexture,True,Private static helper validates/unpacks GameImage into SlickBitmapOrTexture
com/corrodinggames/rts/java/e,method,c,(Lcom/corrodinggames/rts/gameFramework/m/e;FFLandroid/graphics/Paint;)V,drawImageRawInternal,True,Private helper draws GameImage at raw x/y after unwrap and paint state setup
com/corrodinggames/rts/java/e,method,a,(Lcom/corrodinggames/rts/gameFramework/m/e;FFFFFFFFLandroid/graphics/Paint;)V,drawImageQuadInternal,True,Private helper maps GameImage texture to explicit quad coordinates
com/corrodinggames/rts/java/e,method,a,(Lorg/newdawn/slick/Image;FFFFFFFFLorg/newdawn/slick/Color;F)V,drawSlickImageQuad,True,Private helper emits Slick Image quad draw with color/alpha
com/corrodinggames/rts/java/e,method,x,()Z,shouldScaleTextForUi,True,Checks SettingsEngine.resizeFontWithUIScale and uiScale before scaled text path
com/corrodinggames/rts/java/e,method,b,(Z)V,applyClipState,True,Applies/removes Slick/OpenGL scissor state for current clip rect
com/corrodinggames/rts/java/e,method,c,(I)Ljava/nio/FloatBuffer;,ensureFloatBufferCapacity,True,Ensures reusable FloatBuffer can hold requested float count
com/corrodinggames/rts/java/e,method,a,([FI)Ljava/nio/FloatBuffer;,wrapFloatBuffer,True,Copies float array data into reusable FloatBuffer and flips it for GL use
com/corrodinggames/rts/java/e,method,d,(I)[F,ensureFloatArrayCapacity,True,Ensures reusable float array can hold requested coordinate count
com/corrodinggames/rts/java/e,method,b,([FIILandroid/graphics/Paint;)V,drawLinesWithVertexArray,True,GL vertex-array backed drawLines implementation
com/corrodinggames/rts/java/e,method,a,(FFFI)V,drawCircleWithSegments,True,Draws circle approximation with cached segment trig values
com/corrodinggames/rts/java/e,method,a,(FLandroid/graphics/PointF;)V,rotatePoint,True,Static helper rotates PointF by degrees for transform math
com/corrodinggames/rts/java/e,method,y,()V,flushBuffer,True,Flushes Slick/OpenGL buffered draw state before backend flush
com/corrodinggames/rts/java/e,method,z,()V,pushTransformState,True,Pushes/copies current SlickTransformState for transform save
com/corrodinggames/rts/java/e,method,A,()V,popTransformState,True,Restores/recycles previous SlickTransformState for transform restore
com/corrodinggames/rts/java/f,field,a,I,fontSize,True,toString emits FontKey:(size: and constructor/cache logic stores Paint text size here
com/corrodinggames/rts/java/f,field,b,Z,bold,True,Font cache key stores bold flag from Paint typeface/style
com/corrodinggames/rts/java/f,field,c,Z,fallback,True,Font cache key stores fallback/unicode font flag
com/corrodinggames/rts/java/f,field,d,Lorg/newdawn/slick/Font;,font,True,Font cache key owns the loaded Slick Font
com/corrodinggames/rts/java/f,field,e,I,recentTextIndex,True,rememberText increments ring index for recentTexts cache
com/corrodinggames/rts/java/f,field,f,[Ljava/lang/String;,recentTexts,True,Font glyph path stores recently seen strings to avoid repeated glyph loads
com/corrodinggames/rts/java/f,field,g,Lcom/corrodinggames/rts/java/e;,owner,True,SlickFontKey captures enclosing SlickGraphicsBackend in constructor
com/corrodinggames/rts/java/f,method,<init>,(Lcom/corrodinggames/rts/java/e;)V,<init>,True,SlickFontKey constructor stores owner and initializes recentTexts ring
com/corrodinggames/rts/java/f,method,a,()Lcom/corrodinggames/rts/java/f;,copyKey,True,Clone/copy helper duplicates size/bold/fallback fields for cache insertion
com/corrodinggames/rts/java/f,method,toString,()Ljava/lang/String;,toString,True,"Returns FontKey:(size:..., bold:..., fallback:...) diagnostic string"
com/corrodinggames/rts/java/f,method,a,(Ljava/lang/String;)Z,hasGlyphsForText,True,Returns true when text can be rendered without loading new glyphs/recent text cache miss
com/corrodinggames/rts/java/f,method,b,(Ljava/lang/String;)V,rememberText,True,Stores text in recentTexts ring after glyph load
com/corrodinggames/rts/java/f,method,clone,()Ljava/lang/Object;,clone,True,Bridge clone delegates to copyKey
com/corrodinggames/rts/java/g,field,a,F,translateX,True,SlickGraphicsBackend drawText and translate paths read/write transformState.translateX
com/corrodinggames/rts/java/g,field,b,F,translateY,True,SlickGraphicsBackend drawText and translate paths read/write transformState.translateY
com/corrodinggames/rts/java/g,field,c,F,rotationDegrees,True,Constructor initializes -90 sentinel and rotate path updates current rotation
com/corrodinggames/rts/java/g,field,d,F,scaleX,True,Constructor initializes scaleX to 1 and scale path multiplies coordinates by it
com/corrodinggames/rts/java/g,field,e,F,scaleY,True,Constructor initializes scaleY to 1 and scale path multiplies coordinates by it
com/corrodinggames/rts/java/g,field,f,Landroid/graphics/RectF;,clipRect,True,Clip setter stores current clip rect in transform state
com/corrodinggames/rts/java/g,field,g,F,rotationPivotX,True,Rotate path stores pivot x for current transform state
com/corrodinggames/rts/java/g,field,h,F,rotationPivotY,True,Rotate path stores pivot y for current transform state
com/corrodinggames/rts/java/g,method,<init>,()V,<init>,True,Initializes rotationDegrees to -90 and scaleX/scaleY to 1
com/corrodinggames/rts/java/g,method,a,(Lcom/corrodinggames/rts/java/g;)V,copyInto,True,Copies translate/rotation/scale/clip/pivot fields into another SlickTransformState
